beta,sigma,ramp_data_ramp_bf,ramp_data_step_bf,m,r,step_data_ramp_bf,step_data_step_bf
4.0,1.4910374881259758,-509.81451410777413,-509.2142454996164,71.42857142857143,1,-413.0382951623296,-411.29241090047844
2.0,4.0,-507.5435995873566,-509.62234432295594,60.714285714285715,4,-404.54721247718385,-403.89339136985535
0.8571428571428571,0.07722790915533002,-488.79510842740024,-486.76792729963296,28.571428571428573,3,-476.1419072197888,-476.49635275889045
3.4285714285714284,0.10730783181118905,-472.19630606312444,-475.1548512935458,32.142857142857146,2,-443.16225845817473,-441.8132635005891
0.0,0.39999999999999997,-308.53569932194875,-319.5833942026436,71.42857142857143,2,-413.4583602200178,-411.25891596206907
3.142857142857143,0.05557981977492551,-487.9802500775727,-489.1546589489385,64.28571428571428,3,-404.0523206968904,-403.23217313179134
0.0,0.04000000000000001,-363.81746161470085,-364.22660014753967,32.142857142857146,1,-486.34377361863426,-486.49163694363205
4.0,1.0730783181118897,-528.8571385850979,-529.7990279971282,57.142857142857146,6,-372.11689382066635,-372.4032830838328
1.1428571428571428,2.8787426920046064,-509.724447926125,-512.5457926942775,57.142857142857146,3,-399.3450721393874,-398.0354150179389
1.7142857142857142,0.555798197749255,-468.408615743486,-469.83993240952236,75.0,5,-427.90591217147374,-424.611630607327
