beta,sigma,ramp_data_ramp_bf,ramp_data_step_bf,m,r,step_data_ramp_bf,step_data_step_bf,ML_LLR_step,ML_LLR_ramp
2.571428571428571,0.39999999999999997,-153.17624809433016,-153.44835425369024,25.0,1.0,-143.09937218391423,-143.1908948525192,6.906768,6.906768
2.0,1.0730783181118897,-139.5493110714056,-139.5860380941103,53.57142857142857,1.0,-126.06479169129595,-124.9019969252987,6.906768,6.906768
2.2857142857142856,0.10730783181118905,-178.77766210423852,-179.1970918518132,57.142857142857146,1.0,-138.56283245926272,-137.88103616007066,6.906768,2.8516448
0.8571428571428571,1.4910374881259758,-114.75614683381615,-113.71808003787176,32.142857142857146,1.0,-142.98899748788722,-142.98370091130653,6.906768,6.906768
3.142857142857143,1.4910374881259758,-162.702998358186,-163.75218515851915,64.28571428571428,2.0,-129.56966804966913,-129.0905156971456,6.906768,6.906768
0.8571428571428571,1.0730783181118897,-150.32174126693883,-150.7322802789359,39.285714285714285,1.0,-117.71030957334915,-116.55649720802846,6.906768,6.660633
1.4285714285714284,2.071789871692484,-158.0424740808773,-158.69757560055473,75.0,1.0,-133.43072580439787,-131.80595595772576,5.922806,6.906768
1.7142857142857142,0.555798197749255,-163.10248450334473,-164.25159631005354,67.85714285714286,2.0,-101.86885613658983,-100.69783323020972,6.906768,6.906768
2.571428571428571,0.1491037488125976,-141.2175632727047,-141.29209239387603,28.571428571428573,1.0,-139.72392556631212,-140.64017611060834,6.906768,6.906768
3.4285714285714284,1.0730783181118897,-165.78696391157808,-167.2677118612271,60.714285714285715,1.0,-113.93677501030052,-114.43089291074985,6.906768,6.906768
3.142857142857143,2.071789871692484,-177.2613996490795,-179.43151331059636,53.57142857142857,2.0,-120.31787947595663,-118.44054674878181,6.906768,6.906768
2.571428571428571,1.0730783181118897,-175.4397261592809,-176.82585942699512,64.28571428571428,1.0,-140.1056141068183,-139.31234709657176,6.906768,6.906768
1.7142857142857142,0.7722790915532998,-147.74044303937725,-148.11082158241013,46.42857142857143,2.0,-159.22870292548234,-159.72637469061402,6.906768,6.906768
1.7142857142857142,2.071789871692484,-165.92471622960338,-167.96715456536154,35.714285714285715,1.0,-127.4680284462425,-126.50331431435386,6.906768,6.906768
2.0,0.1491037488125976,-149.78854086293052,-150.9437323865418,67.85714285714286,1.0,-106.84798734461498,-106.12419843279758,6.906768,6.906768
1.1428571428571428,2.8787426920046064,-159.0542608957664,-160.2489778141452,60.714285714285715,1.0,-130.21093814331982,-127.83272720535176,6.906768,6.906768
3.714285714285714,2.8787426920046064,-151.31447751413612,-151.5772909842968,64.28571428571428,3.0,-105.03238183116854,-103.99536817628795,-2.355838,6.906768
2.8571428571428568,1.4910374881259758,-144.89420174378537,-144.8398373698572,42.85714285714286,2.0,-132.44017622654093,-131.32910596949603,6.906768,6.906768
2.0,1.4910374881259758,-137.28580863858446,-137.60994829035772,46.42857142857143,1.0,-124.44671267743296,-123.67565860894588,6.906768,6.906768
3.142857142857143,2.071789871692484,-145.1085802757875,-144.52623872359197,57.142857142857146,2.0,-129.43041850865552,-128.52231921808811,6.906768,6.906768
2.571428571428571,2.8787426920046064,-151.43339201047928,-151.4638692769314,57.142857142857146,2.0,-114.75200216921947,-113.37592691090758,6.906768,6.906768
2.0,0.555798197749255,-144.1642422893675,-143.80629176898097,46.42857142857143,2.0,-135.07961536438512,-133.10000892792377,6.906768,6.906768
2.0,1.0730783181118897,-140.34395231264398,-140.00890653750642,50.0,3.0,-162.11008598262356,-163.17037436676188,6.906768,6.906768
2.2857142857142856,0.39999999999999997,-148.87024549491096,-149.10381852206802,53.57142857142857,2.0,-139.8503680789631,-139.35311138145923,6.906768,6.906768
