beta,sigma,ramp_data_ramp_bf,ramp_data_step_bf,m,r,step_data_ramp_bf,step_data_step_bf
2.571428571428571,4.0,-568.105559835643,-573.1465794941911,32.142857142857146,5,-457.80173531411157,-457.20677882506754
0.0,0.2878742692004608,-303.65240693988903,-302.11036037806434,60.714285714285715,4,-430.0138993998272,-425.1559315830493
2.2857142857142856,0.05557981977492551,-487.8650917705155,-489.3456861230206,35.714285714285715,3,-435.8211564245966,-431.8264025960086
3.714285714285714,2.071789871692484,-511.4143823676446,-515.574449056876,42.85714285714286,4,-418.91229370532864,-415.8482204220326
0.8571428571428571,0.2878742692004608,-422.2476433399298,-418.18483527313134,57.142857142857146,2,-441.69406311960665,-440.2096583548402
3.4285714285714284,0.2878742692004608,-540.0301102829305,-544.5889039808812,46.42857142857143,3,-441.48354653092287,-442.13136513273514
1.4285714285714284,0.1491037488125976,-484.96081582474295,-486.91123834746236,67.85714285714286,5,-415.7475085037329,-411.0541913703146
1.4285714285714284,0.10730783181118905,-461.63397229245857,-462.1906842972875,71.42857142857143,2,-372.3505173801242,-366.5372647258858
2.571428571428571,0.2878742692004608,-512.2994769733865,-513.504210921347,25.0,2,-478.75212731928457,-478.8738190713613
3.142857142857143,1.0730783181118897,-538.9507961182221,-542.8557994733177,35.714285714285715,5,-458.14528036239733,-457.3986973732692
