beta,sigma,ramp_data_ramp_bf,ramp_data_step_bf,m,r,step_data_ramp_bf,step_data_step_bf,ML_LLR_step,ML_LLR_ramp
1.1428571428571428,2.8787426920046064,-506.349034950264,-508.05009279618986,53.57142857142857,1.0,-420.35342554721115,-424.7144199192195,6.906768,6.906768
1.1428571428571428,1.0730783181118897,-406.6028977469884,-404.3084403783322,53.57142857142857,1.0,-365.5104637328234,-366.9382024822384,6.906768,6.906768
4.0,2.8787426920046064,-480.5021034582829,-480.76206786111845,53.57142857142857,1.0,-438.3029479929914,-436.9362993066006,6.906768,6.906768
2.571428571428571,0.7722790915532998,-470.86439318355815,-470.9696852754079,46.42857142857143,1.0,-352.39603761434734,-355.6656570965851,6.906768,6.906768
2.571428571428571,0.2878742692004608,-510.80256049394814,-511.85585584687965,35.714285714285715,1.0,-408.43561153191223,-409.9425153250065,6.906768,6.906768
2.2857142857142856,0.7722790915532998,-477.98880889109574,-481.21221141712255,46.42857142857143,2.0,-407.6816013767955,-405.17560700570243,6.906768,6.906768
1.1428571428571428,2.8787426920046064,-488.4445885799177,-491.1857484975526,64.28571428571428,1.0,-372.4662180909125,-372.7576364645618,6.906768,6.906768
3.4285714285714284,0.555798197749255,-494.7617158460018,-496.1872090158974,50.0,2.0,-407.6108067582826,-408.7954494692148,6.906768,6.906768
2.571428571428571,2.071789871692484,-493.72863494451536,-495.7094175175759,50.0,2.0,-346.4191405307573,-349.52699877814007,6.906768,6.906768
3.4285714285714284,2.071789871692484,-498.88953808457586,-500.2512201264052,53.57142857142857,3.0,-362.75027659897836,-364.1788341056823,6.906768,6.906768
3.714285714285714,2.8787426920046064,-475.6436487792334,-476.3595213276351,46.42857142857143,2.0,-383.82013042971914,-384.5497685349643,6.906768,6.906768
2.571428571428571,1.4910374881259758,-460.4954615400069,-460.92595945299723,35.714285714285715,2.0,-401.62185718519453,-401.4847345614651,6.906768,6.906768
1.1428571428571428,2.8787426920046064,-488.8616078905122,-491.68031510734625,60.714285714285715,2.0,-403.7824750601354,-402.416342226446,6.906768,6.906768
0.0,0.1491037488125976,-213.6287293821957,-227.32599379087046,50.0,2.0,-322.21919063923673,-327.22136280780654,6.906768,6.906768
2.0,0.555798197749255,-460.35326476685293,-458.926323861719,57.142857142857146,1.0,-345.43305834842215,-346.8917389488879,6.906768,6.906768
1.7142857142857142,0.10730783181118905,-456.3719834457147,-455.410111746182,71.42857142857143,2.0,-325.91929763449235,-330.27113663561363,6.906768,6.906768
1.1428571428571428,0.07722790915533002,-418.3408817127206,-417.6800081050136,53.57142857142857,1.0,-337.0593144594706,-343.94141680673994,6.906768,6.906768
0.8571428571428571,0.04000000000000001,-382.1405366725077,-379.06841355063295,35.714285714285715,1.0,-401.2044164083016,-403.8791588149125,6.906768,2.8394496
2.0,1.0730783181118897,-462.4424453834601,-462.85632971644856,35.714285714285715,3.0,-420.5800077925104,-421.4309001254641,6.906768,6.906768
1.1428571428571428,2.8787426920046064,-560.4019871332949,-563.8375703996222,42.85714285714286,2.0,-333.2489801397985,-334.4445159911791,6.906768,6.906768
2.2857142857142856,0.7722790915532998,-465.9317175807926,-465.21562551131234,53.57142857142857,2.0,-352.1906021553026,-351.08231135785786,6.906768,6.906768
2.571428571428571,2.071789871692484,-496.8422909574677,-498.1611157929525,42.85714285714286,2.0,-412.11434460133887,-415.865208407325,6.906768,6.906768
3.142857142857143,1.0730783181118897,-534.7263195867864,-537.3437740011575,53.57142857142857,1.0,-350.7526874507512,-352.9090861946971,6.906768,6.906768
2.2857142857142856,0.555798197749255,-447.0868859540917,-445.37711316056146,46.42857142857143,2.0,-353.1601154436722,-359.21909425210833,6.906768,6.906768
2.0,0.39999999999999997,-449.7049720432484,-448.50375282324177,57.142857142857146,1.0,-408.2075270391622,-408.562739381835,6.906768,6.906768
0.5714285714285714,0.7722790915532998,-369.7384571772081,-370.832750628223,42.85714285714286,3.0,-400.027584105153,-398.0746882269584,6.906768,6.906768
2.2857142857142856,0.39999999999999997,-440.9978199752781,-438.57932497073557,32.142857142857146,3.0,-402.262177949504,-403.8945530458587,6.906768,6.906768
2.0,2.071789871692484,-477.7491936203412,-479.391641831483,35.714285714285715,1.0,-417.75841721577297,-419.74928181653627,6.906768,6.906768
2.8571428571428568,0.04000000000000001,-477.08647306162675,-478.02992838122213,46.42857142857143,2.0,-384.7213891299458,-385.2708255813921,6.906768,6.906768
2.571428571428571,2.071789871692484,-556.4129497534801,-560.8322203420729,42.85714285714286,1.0,-410.1403148249814,-411.83712581142413,6.906768,6.906768
2.571428571428571,1.0730783181118897,-538.1081281699775,-539.9943984310421,32.142857142857146,2.0,-375.4675072086957,-376.8962664337434,6.906768,6.906768
0.8571428571428571,0.555798197749255,-379.3064878721772,-376.62478282386763,57.142857142857146,2.0,-309.17073370945076,-316.0083204262674,6.906768,6.906768
0.8571428571428571,0.1491037488125976,-375.9388523037541,-373.76281133483934,46.42857142857143,2.0,-320.16237276277377,-324.21978004034634,6.906768,6.906768
1.4285714285714284,2.8787426920046064,-459.85356969882054,-459.37564042758714,50.0,2.0,-392.5612823108718,-394.42670145664727,6.906768,6.906768
2.571428571428571,1.4910374881259758,-443.4902853492956,-441.8204907720993,42.85714285714286,2.0,-348.9392111822875,-351.9531469379442,-4.2710686,6.906768
1.7142857142857142,1.4910374881259758,-460.052739865986,-460.1934303877523,28.571428571428573,1.0,-437.47164362647527,-436.83494722036926,6.906768,6.906768
1.1428571428571428,0.7722790915532998,-378.30097433693237,-376.71733495156303,46.42857142857143,3.0,-325.5189670351746,-328.0107484399615,6.906768,6.906768
2.2857142857142856,2.071789871692484,-468.1223814741507,-467.93000549243374,64.28571428571428,1.0,-271.0869713747003,-281.88638504749395,6.906768,6.906768
2.571428571428571,2.8787426920046064,-500.83150753464025,-502.72282555829753,42.85714285714286,3.0,-430.6872214496653,-429.6667079939141,6.906768,6.906768
2.0,0.05557981977492551,-434.96375843199763,-433.7456383826348,42.85714285714286,1.0,-430.702569824399,-432.1412760764113,6.906768,6.906768
1.7142857142857142,2.8787426920046064,-499.6486998572769,-503.3576392301555,25.0,2.0,-477.04703975020664,-478.17799974264403,6.906768,6.906768
1.7142857142857142,2.8787426920046064,-500.97580601743357,-502.96922378793107,50.0,2.0,-411.82818886007476,-415.56092982556794,6.906768,6.906768
2.571428571428571,2.071789871692484,-421.2838135860763,-420.63078861864074,67.85714285714286,1.0,-409.8261020348422,-409.62848646597575,6.906768,6.906768
2.571428571428571,2.071789871692484,-477.1584019323436,-477.4952829634518,42.85714285714286,2.0,-405.1604157008307,-405.80888396297144,6.906768,6.906768
2.571428571428571,2.8787426920046064,-504.3530738479545,-507.70215705339905,39.285714285714285,2.0,-379.39007735835185,-379.8302197377102,6.906768,6.906768
2.8571428571428568,0.04000000000000001,-505.0524819960563,-506.09903672475014,50.0,3.0,-381.51515717441373,-381.55194418241234,6.906768,6.906768
2.8571428571428568,0.555798197749255,-463.67102612599723,-462.1824610279309,50.0,2.0,-440.85406918461223,-442.12762876318135,6.906768,6.906768
2.0,0.2071789871692484,-485.99962418365726,-487.39868063095383,53.57142857142857,1.0,-368.6144241064568,-373.0106542763101,6.906768,6.906768
3.142857142857143,0.555798197749255,-465.6004318562254,-468.27792005222204,64.28571428571428,1.0,-293.11145316740084,-304.43844097431867,6.906768,6.906768
1.1428571428571428,1.4910374881259758,-429.56171551662555,-432.05739100591785,50.0,1.0,-333.68528372035394,-337.8545477908719,6.906768,6.906768
2.571428571428571,0.7722790915532998,-456.77747942967636,-456.49408038270565,35.714285714285715,3.0,-415.7879313817755,-416.7630406649878,6.906768,6.906768
0.0,2.8787426920046064,-519.3831533162173,-521.9911989390896,39.285714285714285,3.0,-393.68498113061935,-392.40685233645877,6.906768,6.906768
0.2857142857142857,2.071789871692484,-411.57986898246094,-409.8458836705601,42.85714285714286,2.0,-427.25539730341234,-425.9450051026155,6.906768,6.906768
3.4285714285714284,0.04000000000000001,-521.7321035165843,-524.6325655483881,35.714285714285715,3.0,-368.0201236431261,-370.1219670123731,6.906768,6.906768
1.4285714285714284,2.071789871692484,-477.3782193797154,-479.34681183145517,35.714285714285715,2.0,-399.14449933875756,-401.0298520608066,6.906768,6.906768
3.142857142857143,1.4910374881259758,-448.0533547394718,-448.2385103907747,60.714285714285715,1.0,-388.17895296758377,-393.57950015946665,6.906768,6.906768
0.2857142857142857,1.4910374881259758,-422.804481358836,-425.77568686610107,32.142857142857146,2.0,-416.8794295412443,-417.22054178593595,6.906768,6.906768
0.8571428571428571,0.7722790915532998,-457.6683793744406,-456.8828775318421,50.0,2.0,-435.73528052091245,-440.7224426009628,6.906768,6.906768
0.5714285714285714,0.555798197749255,-348.32050063335157,-350.675633354348,71.42857142857143,1.0,-370.18892240962157,-376.840240375082,6.906768,6.906768
0.8571428571428571,1.4910374881259758,-441.4307737101933,-439.9706080914965,64.28571428571428,1.0,-360.18703189741166,-368.55670254197355,6.906768,6.906768
2.8571428571428568,2.071789871692484,-508.6132155478969,-511.1504786847889,60.714285714285715,3.0,-278.52508939995175,-282.89084673153184,6.906768,6.906768
2.0,1.0730783181118897,-494.62019450582306,-495.06375952061654,42.85714285714286,3.0,-428.9412111249735,-428.53129214080377,6.906768,6.906768
1.7142857142857142,1.0730783181118897,-380.24621638932314,-380.07864281101405,46.42857142857143,2.0,-356.2125280763998,-358.63785249741704,6.906768,6.906768
1.4285714285714284,0.555798197749255,-446.225733944267,-446.7371722801454,53.57142857142857,1.0,-365.37456319090154,-366.57448358760894,6.906768,6.906768
1.7142857142857142,2.8787426920046064,-483.99445346365707,-486.9570684817247,53.57142857142857,1.0,-385.2428729334023,-386.3716313549793,6.906768,6.906768
4.0,2.071789871692484,-509.2505327874949,-512.0864199917844,46.42857142857143,2.0,-441.29682810930797,-442.67807431006025,6.906768,6.906768
2.0,0.7722790915532998,-462.6580937018188,-463.4369584181826,46.42857142857143,1.0,-448.7854433497898,-451.841684456655,6.906768,6.906768
2.0,1.0730783181118897,-440.5613776352053,-441.993460104589,46.42857142857143,2.0,-384.9888506996768,-383.94703549778154,6.906768,6.906768
1.4285714285714284,1.4910374881259758,-496.0597775434832,-497.0111009372609,57.142857142857146,3.0,-324.0225954735335,-327.25786982851366,6.906768,6.906768
1.7142857142857142,1.0730783181118897,-434.6402153976791,-433.0441246836897,42.85714285714286,1.0,-491.12711328168075,-491.83062838361576,6.663531,6.906768
2.2857142857142856,1.4910374881259758,-439.1566346222823,-437.9831716116494,50.0,1.0,-421.4233197933647,-419.5729693248031,6.906768,6.906768
2.571428571428571,2.071789871692484,-524.4103068712881,-527.8453859517418,60.714285714285715,1.0,-325.1341133307892,-329.2652408460165,6.906768,6.906768
0.5714285714285714,2.8787426920046064,-511.19818009994356,-513.246280767725,46.42857142857143,1.0,-406.0124427754057,-409.68697670508516,6.906768,6.906768
2.571428571428571,0.05557981977492551,-462.05717787749643,-462.70686501675345,32.142857142857146,1.0,-446.82747429627426,-444.2139513236144,6.906768,6.906768
1.1428571428571428,0.555798197749255,-358.1144535605584,-356.00602913893965,42.85714285714286,3.0,-413.14978493883194,-410.9539682464737,6.906768,6.906768
