beta,sigma,ramp_data_ramp_bf,ramp_data_step_bf,m,r,step_data_ramp_bf,step_data_step_bf
0.8571428571428571,1.0730783181118897,-357.52026930258836,-356.32589499309864,35.714285714285715,6.0,-3571.847089896917,-3535.8668933631143
4.0,2.071789871692484,-481.414959883182,-485.5152330683229,64.28571428571428,3.0,-2773.7254410141886,-2744.4055767758628
0.5714285714285714,2.071789871692484,-398.65453886708866,-398.8618388587695,57.142857142857146,6.0,-2904.920805818243,-2866.509472010272
1.7142857142857142,0.04000000000000001,-409.50401837387545,-412.79708479584906,25.0,4.0,-3935.8600471695026,-3931.422166356069
2.571428571428571,0.555798197749255,-387.9131909365993,-389.8020962947181,46.42857142857143,6.0,-3469.4096861444596,-3433.081025433668
4.0,0.2071789871692484,-454.192259378888,-457.39381179521484,42.85714285714286,1.0,-3737.7790597964545,-3721.5746873434146
3.4285714285714284,1.0730783181118897,-415.4298249950008,-419.91008281497625,39.285714285714285,4.0,-3502.4180246459837,-3475.954846199857
3.142857142857143,0.555798197749255,-447.2504326501837,-452.04328461966514,32.142857142857146,1.0,-4000.927951414289,-4000.139239949448
0.5714285714285714,0.1491037488125976,-316.01843907515234,-320.2695579345001,28.571428571428573,4.0,-3751.834160696421,-3738.1902691627665
1.4285714285714284,0.39999999999999997,-383.2923628831495,-387.6054282979906,64.28571428571428,6.0,-2746.077402423395,-2700.3625058225102
0.0,0.555798197749255,-184.03998710396553,-191.56776054761443,64.28571428571428,6.0,-2802.243798243776,-2765.509290315285
0.5714285714285714,0.04000000000000001,-241.25435203876626,-251.03248048089904,46.42857142857143,1.0,-3382.2077126240392,-3367.8681794050894
2.571428571428571,0.07722790915533002,-389.0430194184202,-391.17055775687936,64.28571428571428,2.0,-3063.780091748184,-3044.9611394277154
2.0,2.8787426920046064,-442.17695883648696,-446.2666208869209,42.85714285714286,1.0,-3472.2029115400846,-3454.469804530078
2.0,1.0730783181118897,-405.18213408186125,-409.2209448697003,50.0,2.0,-3421.3901378194496,-3407.9338904148663
0.0,0.10730783181118905,-160.8485078073508,-164.72486773677366,57.142857142857146,5.0,-3071.7886368959303,-3044.9340119749913
1.4285714285714284,0.39999999999999997,-376.57645245148876,-382.7346575342659,53.57142857142857,6.0,-3018.3767101948097,-2974.6547738332724
3.4285714285714284,1.0730783181118897,-430.313664747221,-434.26110742708727,28.571428571428573,4.0,-3803.60611721764,-3782.183852117192
1.4285714285714284,0.2071789871692484,-413.5411736987634,-413.8930838165009,64.28571428571428,6.0,-2576.017273067891,-2532.8996256433993
1.4285714285714284,0.2878742692004608,-363.31312776318896,-363.28890430035443,39.285714285714285,1.0,-3820.029945612943,-3818.700025322555
0.2857142857142857,2.071789871692484,-396.1907002351974,-395.53362839883823,50.0,3.0,-3314.3427172007055,-3282.599567230729
2.0,0.555798197749255,-442.7233359737731,-444.96141857097587,57.142857142857146,5.0,-2999.630159317137,-2973.2727135244804
3.142857142857143,2.071789871692484,-455.07734417556804,-455.2761062105579,32.142857142857146,1.0,-3813.0882044930995,-3799.3131577932113
0.5714285714285714,0.39999999999999997,-306.40784689407565,-306.42985177072165,75.0,6.0,-2694.1210691366637,-2654.661542981562
1.4285714285714284,1.0730783181118897,-380.62670774794685,-379.7827527880946,42.85714285714286,5.0,-3191.096872198515,-3158.055256497284
2.2857142857142856,1.0730783181118897,-449.0658954603416,-452.32036964491175,46.42857142857143,2.0,-3353.142958433948,-3335.3770449170474
2.571428571428571,0.10730783181118905,-447.45352233730944,-452.3614703741487,32.142857142857146,3.0,-3695.884518584744,-3672.2930475290914
4.0,2.071789871692484,-444.8871359718739,-447.11210433764484,35.714285714285715,3.0,-3734.865155814048,-3715.7504490946676
0.0,1.0730783181118897,-265.50344929375046,-266.8285499658437,46.42857142857143,4.0,-3205.7421639232866,-3179.0252079220836
3.4285714285714284,2.8787426920046064,-478.4392854282074,-483.0506730222612,39.285714285714285,5.0,-3391.627199984072,-3367.0026265686506
2.0,0.04000000000000001,-404.52751552996494,-408.24812826066886,67.85714285714286,1.0,-3178.229275009523,-3156.9146938968897
2.0,2.8787426920046064,-416.2256449654839,-421.74127383837657,32.142857142857146,3.0,-3688.045375908528,-3676.575100813415
0.5714285714285714,0.555798197749255,-322.83051231558,-333.5402069249447,39.285714285714285,2.0,-3714.7203196108176,-3712.1160184327855
0.5714285714285714,1.4910374881259758,-419.43017527344426,-420.00362772411216,25.0,2.0,-3865.752300909061,-3858.4110606489985
1.4285714285714284,2.071789871692484,-455.60787041933247,-456.9954766031873,57.142857142857146,1.0,-3251.0841862131956,-3236.887960235487
4.0,0.04000000000000001,-406.7356106986105,-413.15796577390137,42.85714285714286,2.0,-3659.6740922436775,-3651.997674414331
3.714285714285714,0.07722790915533002,-413.73440272284637,-417.4273812986516,46.42857142857143,2.0,-3448.794189714088,-3431.9214577063512
0.8571428571428571,0.39999999999999997,-268.1917688158995,-271.60539221762866,25.0,3.0,-3859.1106671866714,-3841.448493002825
1.1428571428571428,0.2071789871692484,-352.1817064237805,-355.55605768238416,28.571428571428573,5.0,-3845.7551794846277,-3826.4759447799515
3.142857142857143,1.4910374881259758,-370.2891239851635,-374.84838324331366,35.714285714285715,5.0,-3530.5636396473014,-3507.1201953216787
2.2857142857142856,0.2878742692004608,-412.5363501596872,-417.1955508713352,57.142857142857146,2.0,-3303.127958058134,-3277.6973436770827
2.571428571428571,0.39999999999999997,-435.774499312346,-441.6152096343589,60.714285714285715,5.0,-2763.5543538375355,-2721.3132404863372
1.4285714285714284,0.2878742692004608,-346.55431509447413,-349.9850641219404,46.42857142857143,6.0,-3214.8926416628515,-3166.7924546398567
1.4285714285714284,0.10730783181118905,-390.3553346119388,-393.9248551809622,71.42857142857143,4.0,-2831.4473479650655,-2789.914040265111
1.1428571428571428,2.8787426920046064,-430.8149634611461,-432.68832799679484,28.571428571428573,2.0,-3873.8564154027986,-3862.936869816516
3.4285714285714284,1.0730783181118897,-453.2333881803991,-458.19751661967325,75.0,3.0,-2964.0577803341953,-2933.6990335715095
3.4285714285714284,2.8787426920046064,-448.8268189664059,-453.55427908037296,67.85714285714286,1.0,-3239.0194231023465,-3216.070937920334
