beta,sigma,ramp_data_ramp_bf,ramp_data_step_bf,m,r,step_data_ramp_bf,step_data_step_bf
0.0,0.07722790915533002,-110.30175007281846,-109.06481602741262,53.57142857142857,5.0,-131.92847598374993,-130.26892089934614
2.8571428571428568,0.1491037488125976,-150.2240179677392,-151.42143706275735,39.285714285714285,5.0,-114.19814527282536,-112.23957758322761
3.142857142857143,0.07722790915533002,-155.9418366426683,-157.167622806471,25.0,1.0,-138.53647715749636,-138.9141600464439
2.8571428571428568,0.7722790915532998,-129.4342271733271,-128.91752311013164,71.42857142857143,2.0,-142.53665516147277,-142.13991591499243
0.2857142857142857,1.4910374881259758,-129.83958908032554,-129.30297223411569,67.85714285714286,5.0,-99.47605844867718,-100.25069871728545
3.4285714285714284,0.39999999999999997,-166.95552655623624,-167.02995452527276,46.42857142857143,1.0,-112.59023153572083,-111.19019987260458
1.7142857142857142,0.07722790915533002,-164.05085820940735,-164.98556994676468,35.714285714285715,2.0,-114.25526338807879,-112.4191107112013
1.7142857142857142,0.2878742692004608,-175.67730855167662,-176.74769880362766,57.142857142857146,6.0,-115.47921514655498,-113.45188993608497
1.4285714285714284,0.04000000000000001,-143.2291447998043,-143.01566460101247,25.0,1.0,-136.30316571405757,-136.20137008159674
0.8571428571428571,1.4910374881259758,-163.4490045862327,-165.59832318330623,39.285714285714285,4.0,-147.84957571224072,-147.998018699484
3.4285714285714284,0.04000000000000001,-150.56775757915244,-152.4761430474154,46.42857142857143,3.0,-107.47888697228179,-106.11138634921136
2.8571428571428568,0.39999999999999997,-142.09637891046535,-141.36610367259124,60.714285714285715,4.0,-122.88116689483468,-121.61780677985958
1.1428571428571428,1.4910374881259758,-151.79291789464295,-152.56269243445948,42.85714285714286,3.0,-149.87246601564786,-149.35848542381135
0.8571428571428571,1.0730783181118897,-151.65991460902134,-151.79457792285174,60.714285714285715,4.0,-143.2711083234363,-143.2037341299121
2.8571428571428568,0.04000000000000001,-151.12810535778203,-152.68038235412214,46.42857142857143,2.0,-122.58791918366899,-121.83006924731309
0.0,0.7722790915532998,-76.25075398813263,-78.4979882433471,50.0,4.0,-140.68945942131077,-140.38371541564135
2.0,1.4910374881259758,-154.91634939562593,-155.83257179512896,67.85714285714286,4.0,-129.58805566341886,-128.89214551536116
0.2857142857142857,2.071789871692484,-173.62538811221737,-175.73213880393817,53.57142857142857,6.0,-104.62504995476515,-103.9009312105755
2.0,2.8787426920046064,-138.265722045128,-139.3544198414743,28.571428571428573,4.0,-133.88569227199088,-132.46770205405807
3.714285714285714,0.7722790915532998,-143.80253535510963,-144.4842023565193,60.714285714285715,3.0,-138.87630626971412,-138.53074184927394
1.4285714285714284,1.4910374881259758,-173.71686275082618,-174.7049124039713,35.714285714285715,1.0,-141.85099451073066,-142.41628634435781
3.4285714285714284,0.04000000000000001,-158.87477607734294,-159.38228240740278,64.28571428571428,3.0,-130.4050984313699,-130.56178993132025
2.571428571428571,0.1491037488125976,-142.71015400762832,-142.79922821211002,57.142857142857146,4.0,-116.40317786468005,-114.87135110089997
2.2857142857142856,0.10730783181118905,-138.54389981466753,-137.37205552432445,50.0,1.0,-134.38133646028035,-133.988658444871
