beta,sigma,ramp_data_ramp_bf,ramp_data_step_bf,m,r,step_data_ramp_bf,step_data_step_bf
2.0,2.071789871692484,-229.74207842834764,-228.36186607592066,75.0,4.0,-132.2805645839274,-130.25159968665335
1.1428571428571428,0.05557981977492551,-242.79545023973466,-246.11936490988876,71.42857142857143,4.0,-180.4699508853364,-176.57948718065387
3.142857142857143,0.39999999999999997,-250.75967159235373,-254.16436540416967,28.571428571428573,4.0,-219.3908831181593,-218.8670588264831
0.2857142857142857,0.1491037488125976,-115.65381835300632,-114.34342125386668,32.142857142857146,3.0,-225.68314039620975,-222.90546315129487
0.8571428571428571,2.8787426920046064,-283.52714900797446,-286.42250314861064,71.42857142857143,3.0,-165.90082839648997,-161.8682169735709
2.571428571428571,0.04000000000000001,-275.1522415277454,-279.039236774758,60.714285714285715,2.0,-185.68532460906235,-183.58429359645842
1.4285714285714284,1.4910374881259758,-265.75459041474886,-267.4136733778852,42.85714285714286,1.0,-211.4521465803872,-209.60803942516515
0.2857142857142857,0.555798197749255,-128.304503706016,-129.3478194666004,64.28571428571428,1.0,-189.189038748745,-186.6465518601028
2.571428571428571,1.4910374881259758,-228.95533354689323,-227.56633016050188,28.571428571428573,4.0,-225.77036967243183,-222.94870523880311
3.142857142857143,0.07722790915533002,-255.9969892764052,-258.8683938778721,28.571428571428573,2.0,-182.41758023954998,-179.607539093412
1.1428571428571428,0.07722790915533002,-236.0772022904713,-236.52849533041532,64.28571428571428,5.0,-189.0522392538423,-184.33886121581017
4.0,0.10730783181118905,-260.3582050285889,-263.4561213335474,50.0,4.0,-215.34623974276334,-212.1796377011858
2.0,0.555798197749255,-260.4570755856947,-261.2622574383674,32.142857142857146,4.0,-224.0313808178079,-221.99198986572955
3.4285714285714284,0.2071789871692484,-236.42985276455653,-239.9618910898986,25.0,2.0,-250.0518445198028,-251.1110124609744
0.2857142857142857,4.0,-273.002963089812,-275.90954995166373,60.714285714285715,6.0,-172.58409668713904,-166.22298249340244
1.7142857142857142,0.2878742692004608,-230.38438008527524,-230.8600571289793,50.0,2.0,-162.06450017095585,-161.5651268371355
0.2857142857142857,2.8787426920046064,-276.7839532644812,-279.72410594844735,46.42857142857143,1.0,-207.83002497270832,-207.52248314544616
4.0,0.7722790915532998,-262.52152047067494,-265.6423739458829,75.0,2.0,-223.1344784736987,-221.87364093928926
1.7142857142857142,0.05557981977492551,-251.79188040669524,-254.8361548734656,67.85714285714286,1.0,-220.56746889949122,-219.7154180177234
0.8571428571428571,0.04000000000000001,-191.05826210851242,-192.8976001974401,42.85714285714286,2.0,-211.36309625999323,-208.3252733177631
0.2857142857142857,0.555798197749255,-104.2757096847066,-106.38220797979422,75.0,1.0,-203.12457246535953,-199.80648378781675
2.0,0.10730783181118905,-228.4712389048626,-230.06408392997068,42.85714285714286,1.0,-164.98594261549653,-161.25509791200628
0.2857142857142857,0.05557981977492551,-113.25885717215196,-116.02142946425741,42.85714285714286,2.0,-232.35500345314486,-230.12674846029682
2.2857142857142856,0.2878742692004608,-234.7146669731906,-236.58520476184907,39.285714285714285,2.0,-254.82388657540116,-254.8290163096424
3.4285714285714284,1.4910374881259758,-254.89150593224574,-256.4766930851804,25.0,2.0,-222.12006751747847,-220.89774661442726
1.4285714285714284,0.7722790915532998,-235.99255259417703,-234.51661803696416,53.57142857142857,2.0,-200.8909340783065,-197.57983579197028
4.0,0.555798197749255,-246.80995596085342,-248.03887524354127,53.57142857142857,3.0,-220.40341535779746,-217.3914270531656
0.5714285714285714,0.04000000000000001,-141.06497725599337,-143.35622138923776,53.57142857142857,2.0,-228.6294969739875,-230.32381857785373
2.2857142857142856,0.2071789871692484,-266.5636498303143,-270.12861181804357,35.714285714285715,2.0,-232.66699118723594,-230.16425961111207
1.4285714285714284,0.05557981977492551,-229.64335451579896,-230.33384661423779,42.85714285714286,3.0,-202.48227049452916,-201.24363746626537
2.571428571428571,1.0730783181118897,-262.63135412534245,-266.2589598685482,57.142857142857146,2.0,-182.59366720780307,-177.87171383555182
4.0,0.07722790915533002,-241.53480072393924,-244.21927765215466,46.42857142857143,6.0,-172.52306618022638,-172.31632980856574
2.2857142857142856,0.07722790915533002,-265.22678172550746,-267.5974634072005,60.714285714285715,6.0,-192.93940266959962,-186.33559949871648
0.8571428571428571,0.04000000000000001,-174.6371022512484,-177.7286992114904,32.142857142857146,3.0,-241.26995200973525,-239.70669037726094
2.0,2.071789871692484,-262.8320414595276,-263.23762597694054,57.142857142857146,6.0,-201.84083875087765,-198.0586554970251
3.142857142857143,2.8787426920046064,-251.77496287221248,-254.27694420655473,71.42857142857143,1.0,-196.1239217257338,-193.24136147603477
0.2857142857142857,0.555798197749255,-137.7746686027931,-141.04842478774898,75.0,4.0,-226.6827646493473,-222.81639185515098
4.0,0.2878742692004608,-253.75761924388183,-255.6584106295136,28.571428571428573,6.0,-254.3897615219764,-252.41010654971618
1.4285714285714284,0.1491037488125976,-235.0940877005655,-236.12799563071368,28.571428571428573,3.0,-252.97362517324768,-251.9364100029431
