beta,sigma,ramp_data_ramp_bf,ramp_data_step_bf,m,r,step_data_ramp_bf,step_data_step_bf
3.714285714285714,1.4910374881259758,-1638.1352254145336,-1649.9574110322412,71.42857142857143,1.0,-3080.73467541754,-3036.144086570321
2.2857142857142856,2.071789871692484,-1528.7997335706123,-1529.8749179160643,50.0,1.0,-3308.445692119831,-3279.238003550951
1.1428571428571428,0.555798197749255,-1273.7116078028257,-1288.299699313319,64.28571428571428,2.0,-2786.9979032077795,-2726.5223432206685
3.142857142857143,1.4910374881259758,-1548.0530039364878,-1554.0528960502768,39.285714285714285,1.0,-3367.1559227331254,-3339.99099126017
1.7142857142857142,0.555798197749255,-1441.0904786246806,-1459.524007774608,53.57142857142857,1.0,-2972.374677781122,-2931.5567585623457
2.571428571428571,1.4910374881259758,-1558.7313775522243,-1564.7079186350934,35.714285714285715,2.0,-3526.9580792880456,-3499.5196566499794
3.142857142857143,1.0730783181118897,-1582.6689400418957,-1591.6212019032714,28.571428571428573,2.0,-3636.0989927696355,-3619.2257487480324
0.0,0.2071789871692484,-635.166995412133,-665.6103893345261,42.85714285714286,5.0,-3152.9051983729514,-3112.515413965943
3.142857142857143,0.2071789871692484,-1602.0655699915699,-1622.9911097354397,32.142857142857146,3.0,-3448.8425538248616,-3431.4889756246757
2.8571428571428568,0.2878742692004608,-1609.4339296792994,-1630.4076385521437,71.42857142857143,3.0,-2844.2101589534836,-2797.5802644541413
4.0,0.2878742692004608,-1647.2295332425176,-1668.7409105493132,60.714285714285715,6.0,-2925.937296041294,-2874.757203415475
0.0,0.1491037488125976,-583.2277162051316,-608.2801383444767,50.0,5.0,-3029.6346371244463,-2976.1498967914868
0.2857142857142857,0.555798197749255,-998.5125719089008,-1009.7300945094704,35.714285714285715,3.0,-3580.0683336172356,-3556.18234361743
0.8571428571428571,1.0730783181118897,-1255.9914804607959,-1258.4172912084216,75.0,2.0,-2694.0055317280594,-2646.5766715818318
3.714285714285714,0.04000000000000001,-1619.7135761627487,-1641.5800909303891,28.571428571428573,1.0,-3724.3474991264006,-3708.431505876703
2.571428571428571,1.4910374881259758,-1564.252122842233,-1572.152997825988,50.0,4.0,-3151.1795367510313,-3105.226362648037
1.1428571428571428,0.7722790915532998,-1415.6620710430211,-1428.630677016286,57.142857142857146,5.0,-2802.366682198127,-2747.7128814816
3.714285714285714,0.39999999999999997,-1613.9101210101894,-1637.3029059368685,35.714285714285715,3.0,-3498.623371894047,-3473.5096895185416
0.5714285714285714,2.071789871692484,-1536.607168010386,-1537.9331620311402,64.28571428571428,1.0,-2955.9845911610573,-2910.3612332875364
2.0,0.10730783181118905,-1555.4840483416535,-1578.5274878720813,46.42857142857143,2.0,-3150.8703578497843,-3112.3397964656046
0.0,0.1491037488125976,-721.1985724031357,-746.3349815594457,42.85714285714286,2.0,-3405.8059304424537,-3379.4346320232576
3.4285714285714284,0.555798197749255,-1602.8288492832316,-1614.4553299773947,53.57142857142857,5.0,-3055.307796355917,-3010.5872064141827
2.2857142857142856,0.2071789871692484,-1545.3537846018041,-1563.0787068489535,25.0,3.0,-3628.343166787839,-3603.42310620013
0.5714285714285714,0.39999999999999997,-1098.2914928321713,-1117.9772047603485,46.42857142857143,3.0,-3235.897167408339,-3196.2543128348766
3.4285714285714284,1.0730783181118897,-1635.9993000132972,-1648.9551169114927,75.0,6.0,-2421.884701579616,-2357.405023796715
2.0,2.8787426920046064,-1623.8401572354,-1630.4822501481353,60.714285714285715,3.0,-2865.0442885261473,-2817.8579952230757
3.4285714285714284,4.0,-1674.0111400417334,-1689.9984256174823,50.0,5.0,-2930.904427134603,-2881.4630531534867
3.142857142857143,1.0730783181118897,-1599.1720016367103,-1612.1485747949125,28.571428571428573,4.0,-3519.530167771335,-3498.728915290495
0.8571428571428571,0.2878742692004608,-1298.3828904977054,-1324.443728008176,32.142857142857146,2.0,-3530.9597870229736,-3518.4167071285365
1.4285714285714284,1.4910374881259758,-1532.529867565825,-1537.763380372128,35.714285714285715,3.0,-3371.246404448324,-3343.532159073965
0.0,2.071789871692484,-1408.9408225622865,-1409.3851995583743,42.85714285714286,3.0,-3017.846367213982,-2974.204295471045
3.142857142857143,2.8787426920046064,-1655.9632463631726,-1668.4575989416633,25.0,2.0,-3766.013796720537,-3757.989091890902
