beta,sigma,ramp_data_ramp_bf,ramp_data_step_bf,m,r,step_data_ramp_bf,step_data_step_bf
2.2857142857142856,0.555798197749255,-448.85882807022216,-453.1044467995041,39.285714285714285,4.0,-3405.971127364451,-3378.7258211596595
1.7142857142857142,0.07722790915533002,-424.72886137955516,-427.3695597486326,50.0,5.0,-3227.382100944523,-3187.0972715163502
1.4285714285714284,0.04000000000000001,-370.4721510605665,-375.22919239150156,35.714285714285715,5.0,-3470.836510385128,-3432.2531283537182
3.142857142857143,2.8787426920046064,-446.28745799138477,-448.8956292793942,46.42857142857143,2.0,-3480.41868081157,-3469.03241103965
4.0,0.05557981977492551,-451.84969862263716,-456.2216277366946,50.0,6.0,-3212.5636581686617,-3175.409841431467
0.2857142857142857,1.0730783181118897,-328.5321742381564,-326.6653392440616,71.42857142857143,2.0,-2921.3159933693637,-2899.2762959264314
0.0,1.0730783181118897,-240.88354388764176,-246.46156781388257,75.0,6.0,-2665.4238480120935,-2632.2143852568915
1.1428571428571428,0.05557981977492551,-368.6041560256047,-369.7424958945033,53.57142857142857,5.0,-3044.7689874985235,-3024.383069810254
0.5714285714285714,0.07722790915533002,-258.9974100332407,-263.0637527906039,75.0,5.0,-2684.501414321264,-2638.4901477096987
2.571428571428571,0.39999999999999997,-388.0640323253469,-388.3873849186343,39.285714285714285,5.0,-3264.439288260918,-3218.3386811262167
2.571428571428571,0.2878742692004608,-407.02644499322247,-409.1605483952354,42.85714285714286,3.0,-3268.929637459939,-3244.968525210958
1.1428571428571428,0.10730783181118905,-376.8602700215194,-378.6654778965562,28.571428571428573,1.0,-3919.796365378883,-3915.8679817725047
0.0,0.05557981977492551,-166.39871238386192,-171.5695631627843,35.714285714285715,2.0,-3673.556136340859,-3656.7446449529825
1.1428571428571428,4.0,-455.87043221864917,-459.1679129758473,71.42857142857143,3.0,-2792.2439735154453,-2766.61601727049
2.2857142857142856,2.8787426920046064,-437.88893675890927,-442.22767786961975,28.571428571428573,4.0,-3799.991221857102,-3780.957340571503
2.571428571428571,0.39999999999999997,-442.63491440877215,-446.9774189662998,71.42857142857143,5.0,-2730.8287482524306,-2692.2699561842246
2.0,0.2071789871692484,-432.7450994401301,-437.1693677755976,75.0,3.0,-2675.7096483315268,-2646.250885637182
2.571428571428571,0.04000000000000001,-409.2189434564553,-410.8625759064836,75.0,2.0,-2885.126668816275,-2854.6680967964303
1.7142857142857142,2.8787426920046064,-468.9378603813776,-473.68066177124274,53.57142857142857,5.0,-2996.761046746216,-2965.9582822846246
4.0,0.04000000000000001,-435.55107167696474,-439.85922964602287,39.285714285714285,5.0,-3352.1345706842912,-3311.015700705085
0.8571428571428571,2.8787426920046064,-375.3872965027578,-377.96740158855334,42.85714285714286,1.0,-3278.507285816597,-3267.8427268932064
1.4285714285714284,0.04000000000000001,-405.8691610802928,-408.53556571897644,42.85714285714286,1.0,-3413.5888665051752,-3402.8687606975864
4.0,0.04000000000000001,-478.16430814950655,-483.39877994000244,75.0,5.0,-2437.520696085408,-2398.170256267896
2.571428571428571,0.05557981977492551,-392.51160442417694,-396.807360950906,46.42857142857143,2.0,-3380.765586010811,-3367.228284650174
1.7142857142857142,2.071789871692484,-380.43240232467656,-378.94610239900425,42.85714285714286,6.0,-3450.2877466279215,-3423.09344130385
2.8571428571428568,0.39999999999999997,-428.4604581955829,-433.27678249757884,75.0,2.0,-2677.41462236951,-2652.180299105159
2.0,0.10730783181118905,-409.0430766389701,-412.7534017895334,50.0,4.0,-3377.730216985104,-3351.378627762326
3.714285714285714,0.2071789871692484,-407.0665214637042,-410.37642261651604,28.571428571428573,2.0,-3804.1038112074443,-3799.0875073635357
2.2857142857142856,0.1491037488125976,-418.384137064105,-423.3287928230422,46.42857142857143,3.0,-3318.9883322431974,-3284.326537971666
1.1428571428571428,4.0,-431.1320043623762,-434.05965724545473,46.42857142857143,5.0,-3100.298494621244,-3078.047033897226
2.2857142857142856,0.07722790915533002,-420.609957713134,-423.11894264965775,53.57142857142857,2.0,-3164.168739628938,-3148.0131888045144
3.142857142857143,0.7722790915532998,-426.9295392296483,-430.4162363030305,25.0,3.0,-3849.917753702119,-3837.487316433497
1.4285714285714284,0.1491037488125976,-434.9798044733063,-435.41738597036436,57.142857142857146,2.0,-3085.6142704299355,-3063.0231193321106
2.8571428571428568,0.39999999999999997,-431.22624480530993,-433.9102551989704,28.571428571428573,1.0,-3817.7570305738323,-3810.2835133560648
3.142857142857143,4.0,-428.1819897922073,-430.21137795303946,53.57142857142857,2.0,-3045.712076572348,-3025.4788941473403
2.8571428571428568,0.04000000000000001,-396.1596259637593,-399.14004593532866,75.0,4.0,-2558.5738983654865,-2524.7467675422963
